episode,seed,agent_color,result,reward,score,plies,termination,illegal_action
190,21189,black,1-0,-1.0,0.0,47,checkmate,False
191,21190,white,0-1,-1.0,0.0,60,checkmate,False
192,21191,black,1-0,-1.0,0.0,51,checkmate,False
193,21192,white,0-1,-1.0,0.0,42,checkmate,False
194,21193,black,1-0,-1.0,0.0,33,checkmate,False
195,21194,white,0-1,-1.0,0.0,60,checkmate,False
196,21195,black,1-0,-1.0,0.0,21,checkmate,False
197,21196,white,0-1,-1.0,0.0,36,checkmate,False
198,21197,black,1-0,-1.0,0.0,13,checkmate,False
199,21198,white,0-1,-1.0,0.0,46,checkmate,False
200,21199,black,1-0,-1.0,0.0,25,checkmate,False
