episode,seed,agent_color,result,reward,score,plies,termination,illegal_action
105,40104,white,1-0,1.0,1.0,85,checkmate,False
106,40105,black,0-1,1.0,1.0,14,checkmate,False
107,40106,white,1-0,1.0,1.0,69,checkmate,False
108,40107,black,1/2-1/2,0.0,0.5,100,max_plies,False
109,40108,white,1/2-1/2,0.0,0.5,100,max_plies,False
110,40109,black,1/2-1/2,0.0,0.5,100,max_plies,False
111,40110,white,1/2-1/2,0.0,0.5,100,max_plies,False
112,40111,black,0-1,1.0,1.0,64,checkmate,False
113,40112,white,1-0,1.0,1.0,63,checkmate,False
114,40113,black,0-1,1.0,1.0,62,checkmate,False
115,40114,white,1/2-1/2,0.0,0.5,40,threefold_repetition,False
116,40115,black,1/2-1/2,0.0,0.5,100,max_plies,False
117,40116,white,1/2-1/2,0.0,0.5,100,max_plies,False
118,40117,black,1/2-1/2,0.0,0.5,100,max_plies,False
119,40118,white,1/2-1/2,0.0,0.5,100,max_plies,False
120,40119,black,0-1,1.0,1.0,76,checkmate,False
121,40120,white,1-0,1.0,1.0,57,checkmate,False
122,40121,black,0-1,1.0,1.0,96,checkmate,False
123,40122,white,1-0,1.0,1.0,27,checkmate,False
124,40123,black,0-1,1.0,1.0,88,checkmate,False
125,40124,white,1-0,1.0,1.0,75,checkmate,False
126,40125,black,1/2-1/2,0.0,0.5,100,max_plies,False
127,40126,white,1/2-1/2,0.0,0.5,90,threefold_repetition,False
128,40127,black,1/2-1/2,0.0,0.5,100,max_plies,False
129,40128,white,1-0,1.0,1.0,53,checkmate,False
130,40129,black,0-1,1.0,1.0,94,checkmate,False
131,40130,white,1/2-1/2,0.0,0.5,100,max_plies,False
132,40131,black,1/2-1/2,0.0,0.5,66,threefold_repetition,False
133,40132,white,1-0,1.0,1.0,91,checkmate,False
134,40133,black,1/2-1/2,0.0,0.5,100,max_plies,False
135,40134,white,1-0,1.0,1.0,39,checkmate,False
136,40135,black,0-1,1.0,1.0,54,checkmate,False
137,40136,white,1/2-1/2,0.0,0.5,100,max_plies,False
138,40137,black,0-1,1.0,1.0,14,checkmate,False
139,40138,white,1-0,1.0,1.0,31,checkmate,False
140,40139,black,1/2-1/2,0.0,0.5,100,max_plies,False
141,40140,white,1/2-1/2,0.0,0.5,81,threefold_repetition,False
142,40141,black,1/2-1/2,0.0,0.5,100,max_plies,False
143,40142,white,1-0,1.0,1.0,23,checkmate,False
144,40143,black,0-1,1.0,1.0,18,checkmate,False
145,40144,white,1/2-1/2,0.0,0.5,73,threefold_repetition,False
146,40145,black,1/2-1/2,0.0,0.5,64,threefold_repetition,False
147,40146,white,1-0,1.0,1.0,25,checkmate,False
148,40147,black,1/2-1/2,0.0,0.5,42,threefold_repetition,False
149,40148,white,1-0,1.0,1.0,35,checkmate,False
150,40149,black,0-1,1.0,1.0,40,checkmate,False
151,40150,white,1/2-1/2,0.0,0.5,100,max_plies,False
152,40151,black,0-1,1.0,1.0,80,checkmate,False
153,40152,white,1/2-1/2,0.0,0.5,47,threefold_repetition,False
154,40153,black,1/2-1/2,0.0,0.5,61,threefold_repetition,False
155,40154,white,1/2-1/2,0.0,0.5,100,max_plies,False
156,40155,black,0-1,1.0,1.0,82,checkmate,False
157,40156,white,1-0,1.0,1.0,39,checkmate,False
158,40157,black,1/2-1/2,0.0,0.5,100,max_plies,False
159,40158,white,1/2-1/2,0.0,0.5,100,max_plies,False
160,40159,black,1/2-1/2,0.0,0.5,100,max_plies,False
161,40160,white,1/2-1/2,0.0,0.5,100,max_plies,False
162,40161,black,1/2-1/2,0.0,0.5,100,max_plies,False
163,40162,white,1-0,1.0,1.0,95,checkmate,False
164,40163,black,0-1,1.0,1.0,10,checkmate,False
165,40164,white,1-0,1.0,1.0,79,checkmate,False
166,40165,black,0-1,1.0,1.0,14,checkmate,False
167,40166,white,1/2-1/2,0.0,0.5,100,max_plies,False
168,40167,black,0-1,1.0,1.0,18,checkmate,False
169,40168,white,1-0,1.0,1.0,61,checkmate,False
170,40169,black,1/2-1/2,0.0,0.5,100,max_plies,False
171,40170,white,1/2-1/2,0.0,0.5,27,threefold_repetition,False
172,40171,black,0-1,1.0,1.0,34,checkmate,False
173,40172,white,1-0,1.0,1.0,87,checkmate,False
174,40173,black,1/2-1/2,0.0,0.5,100,max_plies,False
175,40174,white,1-0,1.0,1.0,17,checkmate,False
176,40175,black,1/2-1/2,0.0,0.5,100,max_plies,False
